Title,Category
A surge multiplier of 1.8x was applied — shown only after you confirmed payment.,Sneaking
A small order fee and regulatory response fee were added after you chose your items.,Sneaking
Round up to donate $0.47 to charity ✓,Sneaking
Your free plan will switch to Pro at $29/month after 30 days using the card on file.,Sneaking
The advertised menu price was 18% lower than what your cart now shows.,Sneaking
Priority delivery (+$3.49) is on by default — switch it off to use standard.,Sneaking
An expanded range fee applies because your courier travelled further than usual.,Sneaking
"Your one-time purchase enrols you in monthly refills, billed automatically.",Sneaking
A booking protection plan was quietly added to keep your reservation flexible.,Sneaking
"Cleaning and pet fees were applied at the last step, raising your nightly rate.",Sneaking
A processing fee was added because you paid by card — visible only on the receipt.,Sneaking
We pre-selected the annual plan for you — it's already in your cart at $120.,Sneaking
A peak-hour surcharge applies; it was added once you reached the payment screen.,Sneaking
Your trial silently became a paid membership when the 14 days ended.,Sneaking
An add-on warranty was packed into your finance agreement at signing.,Sneaking
Two service charges were combined into your total and shown only on the final invoice.,Sneaking
Samantha from Boston just purchased this — 2 minutes ago.,Social Proof
As loved by your favourite celebrities — styled to look like a user review.,Social Proof
Editor's Choice — a badge we award to ourselves.,Social Proof
"Based on 50,000+ reviews (count not independently verifiable).",Social Proof
"★ 4.8 — read the 3,000 reviews (text hidden three taps deep).",Social Proof
Trending now in Bengaluru — everyone nearby is ordering this.,Social Proof
"10,000 people have saved this to their wishlist this week.",Social Proof
"#1 on the App Store — a ranking from last year, still displayed today.",Social Proof
47 people bought this in the last hour.,Social Proof
"Join the 2,347 founders who signed up this month.",Social Proof
Someone in your city just booked this hotel.,Social Proof
Rated the country's favourite by shoppers like you.,Social Proof
Your friends and 5 others are already using this app.,Social Proof
Influencers can't stop talking about this — see why.,Social Proof
Verified by thousands of dermatologists worldwide.,Social Proof
98% of users renew — don't be the rare one who leaves.,Social Proof
Diners booked this restaurant 22 times today.,Social Proof
"Top-reviewer pick: ""the best thing I've bought all year.""",Social Proof
Recommended by 9 in 10 riders in your area.,Social Proof
Trusted by millions — as featured across top publications.,Social Proof
Your price is locked for 09:58 — check out before the timer ends.,Urgency
We're holding your cart for 14:32.,Urgency
Sale ends in 02:47:33 — but the timer resets every time you visit.,Urgency
Prices are rising — book now to lock this rate.,Urgency
Fare changes frequently. This price is valid for the next 12 minutes.,Urgency
Your free trial ends in 2 days — upgrade now to keep access.,Urgency
High demand in your area — book now before prices rise further.,Urgency
Complete your purchase in 08:00 or your cart will expire.,Urgency
This deal is shown as 'ending today' — and has every day for months.,Urgency
Book in the next 5 minutes to keep tonight's rate.,Urgency
Upgrade before midnight or lose your locked-in launch price.,Urgency
Hurry — your seat is reserved for the next 04:00 minutes.,Urgency
Order in the next 03:00 to claim your delivery discount.,Urgency
Rate guaranteed only until this page refreshes.,Urgency
Surge ends in 06:00 — request your ride now to avoid a higher fare.,Urgency
Your discount code expires the moment you close this tab.,Urgency
Only 07:14 left on your early-bird ticket price.,Urgency
Renew within 24 hours to avoid losing your saved settings.,Urgency
"Reserve in 10:00 — after that, this price returns to the public rate.",Urgency
Checkout now — flash pricing disappears when the countdown hits zero.,Urgency
In stock — ships today from our warehouse.,Not Dark Pattern
Order by 5pm for guaranteed next-day delivery.,Not Dark Pattern
"Read 1,200 verified purchase reviews before you decide.",Not Dark Pattern
Cancel your subscription anytime in one click from Account Settings.,Not Dark Pattern
"The price shown includes all taxes, service fees, and delivery charges.",Not Dark Pattern
Create an account (optional) to save your cart and track your order.,Not Dark Pattern
Unsubscribe from marketing emails anytime — link in every email.,Not Dark Pattern
"Sale ends Sunday, June 29 at 11:59pm — fixed date, no extension.",Not Dark Pattern
We keep low inventory to reduce waste — only 3 made per batch.,Not Dark Pattern
Your plan renews annually on July 1 — we'll email you 30 days before.,Not Dark Pattern
Express delivery is available for $5 — standard delivery is free.,Not Dark Pattern
Sign in or continue as guest — both options take the same number of steps.,Not Dark Pattern
Reject all and Accept all are shown side by side with equal prominence.,Not Dark Pattern
This timer reflects the real auction end time set by the seller.,Not Dark Pattern
Resort fee of $30/night is included in every price you see on this page.,Not Dark Pattern
Add travel insurance? It's optional and unchecked — tick it only if you want it.,Not Dark Pattern
Delete your account online instantly — no email or phone call needed.,Not Dark Pattern
200 people viewed this today — count refreshes live from real visits.,Not Dark Pattern
We'll remind you 7 days before your free trial converts to a paid plan.,Not Dark Pattern
Notifications are off by default — turn them on whenever you like in Settings.,Not Dark Pattern
"To cancel your membership, please continue through the next four screens.",Obstruction
"We're sorry to see you go. Before you cancel, please tell us why in the box below.",Obstruction
Cancellation can't be completed in the app. Please visit our website on a desktop browser.,Obstruction
"You can only cancel by calling our retention team at 1-800-XXX-XXXX, Mon-Fri 9am-5pm ET.",Obstruction
Keep My Benefits,Obstruction
Continue to Cancel,Obstruction
Remind Me Later,Obstruction
"No thanks, I'll pay full price later",Obstruction
Pause membership instead of cancelling?,Obstruction
Scroll down to the bottom of this page to find the End Now button.,Obstruction
You may rejoin Prime anytime. Are you sure you want to end your membership?,Obstruction
End Membership,Obstruction
"Before we process your cancellation, a specialist will call you within 48 hours.",Obstruction
Your cancellation request has been received and will be reviewed within 7 business days.,Obstruction
"To stop your subscription, reply to this email and wait for our confirmation.",Obstruction
Account deletion requests must be submitted in writing by post to our registered office.,Obstruction
"To delete your account, please contact our support team via live chat.",Obstruction
"This option is permanent. To proceed, type DELETE and re-enter your password three times.",Obstruction
We couldn't verify your identity. Please call us to complete your cancellation.,Obstruction
You can't cancel this subscription here. Manage it through the store where you purchased it.,Obstruction
Your free trial can only be cancelled by visiting a store in person.,Obstruction
"To opt out, send a signed letter to the address on the back of your statement.",Obstruction
"Are you sure? You'll lose your saved progress, history and member discounts.",Obstruction
Cancellation is not available online. Please reach us during business hours.,Obstruction
We tried to process your request but something went wrong. Please try again later.,Obstruction
Hold on - claim your 50% discount before you cancel.,Obstruction
Take 3 months at half price instead of leaving?,Obstruction
I understand I will lose all my benefits and still want to cancel,Obstruction
Please confirm your cancellation by clicking the link we emailed you within 24 hours.,Obstruction
"To unsubscribe, log in, go to Account, then Preferences, then Communications, then Email.",Obstruction
